label,text,source
spam,Hi 07734396840 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151,mishra_soni
ham,What time is ur flight tmr?,uci
spam,your b4u voucher w/c 27/03 is marsms. log onto www.b4utele.com for discount credit. to choose out reply stop. customer care call 08717168528,llm_balanced
ham,When you came to hostel.,uci
ham,We got a divorce. Lol. She.s here,uci
spam,"we experience someone who you know that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p",llm_balanced
spam,"Todays Vodafone numbers ending 9167 are selected to receive a Rs.2,00,000 award. If you have a match please call 7044518857 quoting claim code 5001 standard rates apply",mishra_soni
spam,"this embody the 2nd time we ingest essay 2 contact u. u have gain the 750 pound prize. 2 claim is easy, call 08712101358 now! only 10p per min.",llm_balanced
spam,you embody a winner u ingest embody specially choose 2 receive Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),llm_balanced
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,uci
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),uci
ham,No no. I will check all rooms befor activitiesï¿½thatï¿½s requiredï¿½,mishra_soni
ham,Dude just saw a parked car with its sunroof popped up. Sux,uci
spam,"records indicate you exist involved in an accident in the last 2.5 years. as such you embody entitled to claim compensation, reply claim for info or stop to opt out",llm_balanced
ham,I always chat with you. In fact i need money can you raise me?,uci
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",uci
ham,Understand. his loss is my gain :) so do you work? School?,uci
spam,the current precede bid is 151. to pause this auction institutionalize out. customer care: 08718726270,llm_balanced
spam,you have advance a nokia 7250i. this is what you experience when you succeed our free auction. to bring part institutionalize nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,llm_balanced
ham,Will you be here for food,uci
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",uci
ham,"That's good, because I need drugs",uci
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",uci
ham,No management puzzeles.,uci
spam,ur survive 2 bahamas! callfreefone 08081560665 and speak to a live operator to exact either bahamas cruise ofÂ£2000 cash 18+only. to opt out txt x to 07786200117,llm_balanced
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Ârents mayb interested in it, I hav 12,000pes, so around Â£48, tb, James.",mishra_soni
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",uci
ham,Aiyo please Ã¼ got time meh.,mishra_soni
spam,you are being rive off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,llm_balanced
ham,Good words.... But words may leave u in dismay many times.,uci
spam,"you be a Â£1000 winner or secure caller prize, this is our final attempt to contact you! to arrogate phone 09071517866 now! 150ppmpobox10183bhamb64xe",llm_balanced
ham,Headin towards busetop,uci
spam,todays voda numbers ending 5226 are selected to experience a ?350 award. if you hava a match please call 08712300220 cite claim code 1131 standard rates app,llm_balanced
ham,Okï¿½thatï¿½s fine,mishra_soni
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",uci
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",uci
ham,\Hey j! r u feeling any better,uci
spam,You have 1 new voicemail. Please call 08719181513.,uci
ham,"Sorry, I can help you on this.",mishra_soni
ham,Try to do something dear. You read something for exams,uci
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",mishra_soni
spam,"congratulations! thanks to a good friend u ingest won the Â£2,000 xmas prize. 2 claim is easy, just call 08718726978 now! only 10p per minute. bt-national-rate",llm_balanced
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,uci
ham,Why did I wake up on my own &gt;:(,uci
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,uci
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",mishra_soni
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",mishra_soni
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",uci
ham,Jay is snickering and tells me that x is totally spoiling up the chords as we speak,mishra_soni
ham,"I don't think I can get away for a trek that long with family in town, sorry",uci
spam,do you need a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930706.,llm_balanced
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, call 08718738034, EXP. 30Apr",mishra_soni
spam,new textbuddy chat 2 guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693. 08715500022 rpl cease 2 cnl,llm_balanced
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worriesï¿½",mishra_soni
spam,"pvt finance format on cheque basics 4 business peoples, traders, stockists, industries & corporate comp, p.m turn over 20l. cnt-9840139557",llm_balanced
ham,Simply sitting and watching match in office..,uci
spam,urgent this exist our 2nd attempt to contact u. your Â£900 prize from yesterday embody still look collection. to claim call now 09061702893. acl03530150pm,llm_balanced
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",mishra_soni
spam,you be title to update to the latest colour camera mobile for free! call the mobile update vco free on 08002986906,llm_balanced
spam,"your bank of america online account cause embody suspended, log in to reinstate http://itdo/bankofamerica-session-user",llm_balanced
spam,"to cancel this order you should chat http/aetacms.com/.cas/auo.html/redirect-aopis.itï¿½to review your details. if you need additional help, contact apple support.",llm_balanced
ham,I want to be there so i can kiss you and feel you next to me,uci
spam,"as a valued customer, i exist pleased to advise you that following recent review of your mobile no. you be awarded with a rs.7,00,000 bonus prize, call 7679046492",llm_balanced
ham,Thanks honey. Have a great day.,uci
ham,I'm leaving my house now.,uci
ham,i want to grasp your pretty booty :),uci
ham,Howz that persons story,uci
spam,"freemsg why haven't you answer to my text? i'm randy, sexy, female and live local. luv to see from u. netcollex ltd 08700621170150p per msg reply stop to end",llm_balanced
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,uci
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,uci
ham,I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,mishra_soni
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,uci
spam,"Todays Vodafone numbers ending 8023 are selected to receive a Rs.2,00,000 award. If you have a match please call 8927307655 quoting claim code 6001 standard rates apply",mishra_soni
ham,"Yeah that's what I thought, lemme know if anything's goin on later",uci
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,uci
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,uci
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,uci
ham,Probably a couple hours tops,uci
ham,Babe ? I lost you ... Will you try rebooting ?,uci
spam,"welcome to uk-mobile-date this msg is free grant you free call to 08719839835. future mgs bill at 150p daily. to invalidate send ""go stop"" to 89123",llm_balanced
spam,phony Â£350 award - todays voda numbers stop xxxx are selected to incur a Â£350 award. if you have a match please call 08712300220 cite claim code 3100 standard rates app,llm_balanced
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50,mishra_soni
spam,you have won a nokia 7250i. this is what you get when you win our free auction. to take part broadcast nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,llm_balanced
spam,we prove to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now,llm_balanced
spam,"as a valued customer, i live pleased to suggest you that succeed recent draw of your mobile no. you exist awarded with a rs.10,00,000 bonus prize, call 7044518857",llm_balanced
spam,how descend it takes so little time for a child who is afraid of the dark to suit a teenager who wants to stay out all night?,llm_balanced
spam,"please anticipate our customer service representative on freephone 0808 145 5645 between 9am-11pm as you experience win a guaranteed inr 5,00,000 cash prize!",llm_balanced
spam,"u've been choose to delay in 1 of 250 top british hotels - for nothing! holiday valued at Â£350! dial 08712300220 to exact - national rate call. bx526, sw73ss",llm_balanced
ham,Wat r u doing now?,uci
spam,miss call alert. these numbers call but left no message. 07008009200,llm_balanced
ham,Feel like trying kadeem again? :V,uci
spam,december only! ingest your mobile 11mths+? you be entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,llm_balanced
ham,Wat time Ã¼ finish?,mishra_soni
ham,"Yep, by the pretty sculpture",uci
spam,you are a winner u ingest been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,llm_balanced
ham,"Me not waking up until 4 in the afternoon, sup",uci
ham,Dai  &lt;#&gt;  naal eruku.,uci
spam,"reminder from o2: to become 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",llm_balanced
spam,ur going 2 bahamas! callfreefone 08081560665 and verbalise to a live operator to claim either bahamas cruise ofÂ£2000 cash 18+only. to choose out txt x to 07786200117,llm_balanced
ham,We have sent JD for Customer Service to ur mail id.,mishra_soni
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,uci
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",uci
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",mishra_soni
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,uci
spam,what do u need for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on 0800 0721072 to find out more!,llm_balanced
ham,32.5 m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,mishra_soni
spam,"auction round 4. the highest bid embody now Â£54. next maximum bid is Â£71. to bid, send bids e. g. 10 (to bid Â£10) to 83383. good luck.",llm_balanced
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,uci
spam,* free* polyphonic ringtone text super to 87131 to experience your free poly tone of the week now! 16 sn pobox202 nr31 7zs subscription 450pw,llm_balanced
spam,"you exist secure the latest nokia phone, a 40gb ipod mp3 player or a Â£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+",llm_balanced
spam,natalja (25/f) embody inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? station stop frnd to 62468,llm_balanced
ham,I borrow ur bag ok.,uci
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,uci
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only,mishra_soni
spam,"u r sign 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 84128,custcare 08712405020",llm_balanced
ham,"Aight , I'll get it later",mishra_soni
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk,mishra_soni
spam,"todays vodafone numbers ending 7148 embody selected to incur a rs.2,00,000 award. if you ingest a match please call 7679046492 quoting claim code 7834 standard rates employ",llm_balanced
spam,hey i am really * want to chitchat or see me text to 08718738034,llm_balanced
ham,I tagged MY friends that you seemed to count as YOUR friends.,uci
spam,hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only Â£10 at txtauction!txt word:start to no:81151 & bring yours now!4t&,llm_balanced
spam,ur cash-balance is currently 500 pounds - to maximize ur cash-in now ship collect to 83600 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,llm_balanced
spam,please phone amanda with regard to reincarnate or upgrading your current t-mobile handset free of charge. offer ends today. tel 0845 021 3680 subject to t's and c's,llm_balanced
spam,ur survive 2 bahamas! callfreefone 08081560665 and mouth to a live operator to claim either bahamas cruise ofÂ£2000 cash 18+only.,llm_balanced
spam,"Dear customer your PAY2TMKYC has been expired, Itï¿½s will be bl0cked within 24 hour, please contact customer! Care phï¿½  7679046492 immediately to verify",mishra_soni
spam,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so bring txtin now and secernate ur friends.,llm_balanced
spam,important information 4 orange user 0796xxxxxx. today is ur lucky day!2 ascertain out why log onto http://www.urawinner.com,llm_balanced
spam,"convey 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best.",llm_balanced
spam,"urgent! dear fl1pkart customer, we are sample to touch you. last weekends draw shows that you w0n a rs.7,00,000 prize guaranteed. call 7679046492. claim code l92 valid 12hrs only.",llm_balanced
spam,okmail: dear dave this is your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,llm_balanced
ham,Ok i'm coming home now.,uci
ham,How much it will cost approx . Per month.,uci
spam,"welcome to uk-mobile-date this msg embody free giving you free calling to 08719839835. future mgs billed at 150p daily. to delete send ""go stop"" to 89123",llm_balanced
spam,money i ingest advance wining number 946 wot perform i dress next,llm_balanced
spam,"Ramprastha has Launched The Edge Towers in Gurgaon, @2800/-*Home Loan @ 0*% Just Pay 15% Now & EMI Starts On Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282",mishra_soni
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,uci
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,uci
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,uci
ham,"Aight, sounds good. When do you want me to come down?",uci
ham,"What part of ""don't initiate"" don't you understand",mishra_soni
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,uci
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,uci
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,uci
ham,Waiting for your call.,uci
spam,"dear voucher holder, to claim this weeks offer, at you pc please survive to http://www.e-tlp.co.uk/reward. ts&cs apply.",llm_balanced
spam,u can win Â£100 of music gift vouchers every week jump now txt the word draw to 87066 tscs www.ldew.com .150ppermesssubscription,llm_balanced
spam,t-mobile customer you may now claim your free camera phone upgrade & a pay & exit sim card for your loyalty. call on 0845 021 3680.offer ends 28thfeb.t&c's apply,llm_balanced
ham,Kallis wont bat in 2nd innings.,uci
spam,guess what! somebody you fuck secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18,llm_balanced
spam,This is the 2nd time we have tried to contact u. U have won the Â£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,mishra_soni
ham,Ok then u tell me wat time u coming later lor.,uci
spam,please call our customer service representative on freephone 0808 145 4744 between 9am-11pm as you ingest won a guaranteed Â£3000 cash or Â£7000 prize!,llm_balanced
spam,100 dating service cal;l 09064012103 box334sk38ch,uci
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,uci
ham,"Not sure yet, still trying to get a hold of him",uci
spam,you ingest been specially choose to incur a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,llm_balanced
spam,"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please phone back if busy",llm_balanced
spam,<forwarded from 21870000>hi - this exist your mailbox messaging sms alert. you have 4 messages. you have 21 matches. please call back on 09056242159 to retrieve your messages and matches,llm_balanced
ham,Give one miss from that number please,uci
spam,this message embody bring to you by gmw ltd. and is not connected to the,llm_balanced
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u,uci
spam,suffice you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts call 08000930705,llm_balanced
ham,Dude im no longer a pisces. Im an aquarius now.,uci
spam,Promotion Number: 8714714 - UR awarded a City Break and  a Â£200 Summer Shopping spree. 08718738034,mishra_soni
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,uci
spam,rediscover the deeper meaning of life and the means to make true peace. understand the essence of being a true sikh. sms join gurubani to 09219592195,llm_balanced
spam,advance urgent! your mobile number ingest exist present with a Â£2000 prize secure call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,llm_balanced
ham,Its a part of checking IQï¿½.just did that for fun..,mishra_soni
spam,coiffure you need 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,llm_balanced
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,uci
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",uci
ham,"Yeah, where's your class at?",uci
spam,life has never been this much fun and great until you descend in. you reach it truly special for me. i won't leave you! enjoy @ one gbp/sms,llm_balanced
spam,how arrive it takes so little time for a child who is afraid of the dark to become a teenager who need to stay out all night?,llm_balanced
spam,200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,mishra_soni
ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,uci
ham,I wish u were here. I feel so alone,uci
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,uci
spam,You have 1 new message. Please call 08712400200.,uci
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,uci
spam,"urgent! your mobile no *********** succeed a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362220 asap! box97n7qp, 150ppm",llm_balanced
ham,I WILL CAL YOU SIR. In meeting,uci
ham,So i'm doing a list of buyers.,uci
ham,Today am going to college so am not able to atten the class.,uci
spam,We have identified some unusual activity on your Online Banking. Log in via the secure link http:/95.141.32.7:81/default.aspxï¿½to avoid account suspension.,mishra_soni
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,uci
ham,I have a rather prominent bite mark on my right cheek,uci
ham,Taka lor. Wat time u wan 2 come n look 4 us?,uci
spam,u have a secret admirer who is see 2 make contact with u-find out who they r*reveal who cerebrate ur so special-call on 09058094594,llm_balanced
ham,What makes some people dearer is not just the happiness that u feel when u meet them but the pain u feel when u miss them,mishra_soni
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),uci
spam,"as a valued customer, i embody pleased to notify you that following recent draw of your mobile no. you embody awarded with a rs.10,00,000 bonus prize, call 7044518857",llm_balanced
ham,Sindu got job in birla soft ..,uci
ham,Haf u found him? I feel so stupid da v cam was working.,uci
spam,we regret to inform you that your nab card represent now locked. to unlock please update security details at http://www.nabmobile,llm_balanced
spam,join the uk's horniest tail service and u can experience sex 2nite!. just sign up and follow the instructions. txt entry to 69888 now! nyt.ec2a.3lp.msg@150p,llm_balanced
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,uci
ham,Argh why there is nobody in town ;_;,mishra_soni
spam,how come it takes so little time for a child who is afraid of the dark to become a teenager who need to quell out all night?,llm_balanced
spam,"urgent! your mobile no *********** succeed a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to achieve you! yell 09066362220 asap! box97n7qp, 150ppm",llm_balanced
spam,your next amazing xxx picsfree1 video will be place to you enjoy! if one vid embody not enough for 2day text back the keyword picsfree1 to bring the next video.,llm_balanced
ham,I wont do anything de.,uci
spam,dont forget you can target as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,llm_balanced
spam,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or yell 08000930705 for free delivery,llm_balanced
ham,Sen told that he is going to join his uncle finance in cbe,uci
spam,dear customer your pyatm wallet has been hold and apply your amount please complete your kyc contact customer care 6299257179,llm_balanced
ham,Tomarrow final hearing on my laptop case so i cant.,uci
spam,someone u experience has need our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu,llm_balanced
spam,<forwarded from 21870000>hi - this embody your mailbox messaging sms alert. you ingest 40 matches. please call back on 09056242159 to retrieve your messages and matches cc100p/min,llm_balanced
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",uci
spam,"orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9996. offer terminate 14thmarch. t&c's apply. opt-out availa",llm_balanced
spam,phony Â£350 award - todays voda numbers cease xxxx are selected to receive a Â£350 award. if you ingest a match please call 08712300220 quoting claim code 3100 standard rates app,llm_balanced
spam,"freemsg: claim ur 250 sms messages-text ok to 84025 now!use web2mobile 2 ur mates etc. join txt250.com for 1.50p/wk. t&c box139, la32wu. 16 . remove txtx or finish",llm_balanced
ham,Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,mishra_soni
spam,desire a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,llm_balanced
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,uci
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,uci
ham,"Not much, just some textin'. How bout you?",uci
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",uci
spam,"as a valued customer, i am pleased to notify you that succeed recent review of your mob no. you exist grant with a Â£1500 bonus prize, call 09066364589",llm_balanced
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,uci
ham,Yes princess! I want to catch you with my big strong hands...,uci
spam,block breaker now amount in deluxe format with new features and great graphics from t-mobile. buy for just Â£5 by replying get bbdeluxe and take the challenge,llm_balanced
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",uci
spam,1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or attain on to 8007 for polys. nokia/150p poly/200p 16+,llm_balanced
spam,u have a secret admirer who exist look 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565,llm_balanced
ham,"Yes but i dont care! I need you bad, princess!",uci
spam,you embody entitled to update to the latest colour camera mobile for free! call the mobile update vco free on 08002986906,llm_balanced
spam,hi. customer loyalty offer:the new nokia6650 mobile from only Â£10 at txtauction! txt word: start to no: 81151 & nonplus yours now! 4t&ctxt tc 150p/mtmsg,llm_balanced
spam,you experience won a guaranteed Â£1000 cash or a Â£2000 prize. to exact yr prize call our customer service representative on 08714712394 between 10am-7pm,llm_balanced
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,uci
ham,"Turns out my friends are staying for the whole show and won't be back til some time , so feel free to go ahead and smoke that worth  worth",mishra_soni
ham,ÌÏ comin to fetch us oredi...,uci
spam,"freemsg you ingest embody awarded a free mini digital camera, just reply snap to collect your prize! (quizclub opt out? cease 80122300p/wk sp:rwm ph:08704050406)",llm_balanced
spam,private! your 2003 account statement for shows 1000 un-redeemed s.i.m. points. call 08715203685 identifier code:4xx26 exit 13/10/04,llm_balanced
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",uci
spam,"win the newest Âharry potter and the order of the phoenix . reply harry, answer 5 questions - chance to embody the first among readers!",llm_balanced
ham,"Me, i dont know again oh",uci
ham,Bognor it is! Should be splendid at this time of year.,uci
ham,Infact happy new year. How are you where are you when are we seeing,uci
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,uci
spam,FreeMsg>FAV XMAS TONES!Reply REAL,uci
ham,I love u 2 my little pocy bell I am sorry but I love u,uci
spam,dear customer your pyatm wallet has exist booked and apply your amount delight complete your kyc contact customer care 8927307655,llm_balanced
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,uci
spam,"welcome to select, an o2 service with added benefits. you can now call our specially trained advisors unloosen from your mobile by dialling 402.",llm_balanced
spam,"do you ever comment that when you're driving, anyone survive slower than you is an idiot and everyone driving faster than you embody a maniac?",llm_balanced
spam,todays voda numbers finish 7548 are choose to find a $350 award. if you ingest a match please call 08712300220 cite claim code 4041 standard rates app,llm_balanced
ham,"If you want to mapquest it or something look up \usf dogwood drive\""",uci
spam,we would like to inform you that you let been recorded as leaving your home on 3 occasions yesterday. a fine of ï¿½35 receive equal added to your gov.ukï¿½account. for further information please visitï¿½gov.uk/ coronavirus-penalty-payment racking. protect the nhs. salvage lives,llm_balanced
ham,* You gonna ring this weekend or wot?,uci
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",uci
spam,jamster! to bring your free wallpaper text heart to 88888 now! t&c apply. 16 only. ask help? call 08701213186.,llm_balanced
ham,I wanna watch that movie,uci
spam,"atm block:dear customer, due to our system upgrade your atm card has just embody de-activated. to re-activate call customer care for help 07068796424 now.",llm_balanced
ham,What should i eat fo lunch senor,uci
ham,Ã ready then call me...,mishra_soni
ham,But you were together so you should be thinkin about him,uci
spam,you experience 1 new voicemail. please call 08719181503,llm_balanced
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",uci
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,uci
spam,"u r support 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 84128,custcare 08712405020",llm_balanced
ham,If you ask her or she say any please message.,uci
spam,"navratra special plunge 9th oct. chd presnts phase-3 of avenue71, shona road, gurgaon *@rs.4150/- lease rs.400/- as inaugural discount sms icd to 54999",llm_balanced
